IE_XML_ID;IE_NAME;IP_PROP19;IP_PROP20;IP_PROP34
842;Пенное сопло FJ 6;;0;2.643-147.0
843; WB 100 Wash Brush;;0;2.643-236.0
844;Щетка для мойки колесных дисков;;0;2.643-234.0
845;Струйная трубка MP 145 Multi Power Jet;;0;2.643-239.0
846;Комплект адаптеров для удлинител. шланга;;0;2.643-037.0
847;Мягкая щетка WB 60;;0;2.643-233.0
848;Струйная трубка MP 160 Multi Power для К 7;;0;2.643-238.0
849;Щетка Power Brush WB 150;;0;2.643-237.0
850;Набор с насадкой Connect 'n' Clean и UFC;;0;2.643-142.0
851;Пенное сопло FJ 3;;0;2.643-150.0
852;Пенное сопло FJ 10;;0;2.642-897.0
853;Комплект для перевозки инвентаря «Box»;;0;4.035-406.0
854;Трехпозиционное сопло;;0;4.767-154.0
855;Антипригарная накладка для утюга I 6006;;0;2.860-142.0
856;Стяжки для WV 50 (280 мм);;0;2.633-005.0
857;Телескопическая трубка;;0;2.642-347.0
858;Комплект фильтров для робота пылесоса;;0;6.904-257.0
859;Плоский складчатый фильтр с нано покрытием;;0;6.414-971.0
860;Плоский складчатый фильтр к пылесосам для золы и хозяйственным пылесосам;;0;6.415-953.0
861;Фильтр-мешки флисовые;;0;6.904-413.0
862;Щетка для пылесоса Karcher;;0;6.903-276.0
863;HD 7/18-4 M  мойка высокого давления;;0;1.524-910.0
864;Переходник штуцер М22х1,5-М22х1,5 ;;0;
867;Karcher K 5 Compact мойка высокого давления;;0;1.630-750.0
868; Удлинительный шланг высокого давления, 10 м;;0;6.390-961.0
869;Резиновый удлинительный шланг высокого давления;;0;6.390-096.0
870;Удлинительный шланг высокого давления;;0;6.389-092.0
871;Фильтр для воды;;0;2.642-794.0
872;Гладильная доска AB 1000;;0;2.884-933.0
873;Комплект с мощным соплом;;0;2.863-263.0
874;Ручная насадка;;0;2.884-280.0
875;Фильтр отработанного воздуха HEPA 12;;0;2.863-240.0
876;Фильтровальный патрон VC 5;;0;2.863-239.0
877;Комплект насадок для уборки интерьера автомобиля;;0;2.863-225.0
878;Универсальный набор аксессуаров для SC;;0;2.863-215.0
879; Набор салфеток Steam+Clean Floor;;0;2.863-173.0
880;Набор салфеток для кухни;;0;2.863-172.0
881;Набор салфеток для ванной;;0;2.863-171.0
882;Фильтр для золы / крупного мусора, Premium;;0;2.863-161.0
883;Паровая турбощетка;;0;2.863-159.0
884;Удлинительная трубка, 60 мм;;0;2.863-149.0
885;Фильтр для золы / крупного мусора, базовый;;0;2.863-139.0
886;Насадка для удаления обоев;;0;2.863-062.0
887;Комплект круглых щеток с латунной щетиной;;0;2.863-061.0
888;Комплект круглых щеток;;0;2.863-264.0
889;Фильтр HEPA 12;;0;2.860-229.0
890;Всасывающий шланг SH 3;;0;2.643-101.0
891;Удлинительный шланг высокого давления;;0;2.641-710.0
892;Удлинительный шланг высокого давления 6 м;;0;2.641-709.0
893;Органайзер Karcher;;0;2.641-630.0
894;Запасной шланг высокого давления, 9 м;;0;2.641-721.0
895;Металлическая щелевая насадка (для работы с фильтром для золы / крупного мусора);;0;2.640-951.0
896;Брызговик для грязевой фрезы;;0;2.640-916.0
897;Адаптер для соединения с садовым шлангом ;;0;2.640-732.0
898;Комплект для струйной абразивной очистки;;0;2.638-792.0
899; Комплект для промывки труб, 15 м;;0;2.637-767.0
900;Комплект для промывки труб и водосточных желобов;;0;2.642-240.0
901;Комплект для промывки труб;;0;2.637-729.0
902;Адаптер пистолет M;;0;2.643-950.0
903; Комплект со шлангом высокого давления HK 7.5 (м);;0;2.643-910.0
904;Комплект со шлангом высокого давления HK 12;;0;2.643-909.0
905;Автомобильный адаптер;;0;2.643-876.0
906;Разбрызгиватель G 145 Q Full Control;;0;2.643-634.0
907;Шланг H 10 Q PremiumFlex с системой Anti-Twist;;0;2.643-585.0
908;Струйная трубка Vario Power VP 145 для К 4 - К 5;;0;2.642-725.0
909;Струйная трубка Vario Power VP 120 для К 2;;0;2.642-724.0
910;Сумка с ремнем для стеклоочистителя WV;;0;2.633-006.0
911;Входной фильтр для насосов, малый;;0;2.997-211.0
912;Комплект для присоединения к домовым CR трубопроводам G 3/4;;0;2.997-125.0
914;"Всасывающая гарнитура, 1,5 м, для трубопроводов 1"" (25 мм)";;0;2.997-112.0
915;Всасывающая гарнитура, 3,5 м;;0;2.997-110.0
916; Всасывающая гарнитура, 7 м;;0;2.997-111.0
918; Входной фильтр для погружных насосов, малый;;0;2.997-201.0
919;Комплект плоского шланга;;0;2.997-100.0
920;2-канальный адаптер для насосов с резьбой G1;;0;6.997-474.0
921;Адаптер для насосов, G1;;0;6.997-473.0
922;"Адаптер для насосов G1, для шлангов 3/4"", 1""";;0;6.997-359.0
923;Соединительный комплект;;0;6.997-358.0
924;Всасывающий шланг 3,5м G1;;0;6.997-348.0
925;"Всасывающий шланг 3/4"", 25 метров";;0;6.997-347.0
926;"Всасывающий шланг 1"", 25 метров";;0;6.997-346.0
927;Входной фильтр с обратным клапаном (Basic), 3/4”;;0;6.997-345.0
928;Входной фильтр с обратным клапаном (Basic), 1”;;0;6.997-342.0
929;Входной фильтр с обратным клапаном (Premium);;0;6.997-341.0
930;Комплект Premium для подключения шлангов 3/4, Коннектор быстросъемный, штуцер G1;;0;6.997-340.0
933;Комплект со шлангом для крана без резьбы;;0;2.645-258.0
934;Комплект для подключения KARCHER;;0;2.645-156.0
935;"Садовый шланг PrimoFlex® 1"" ";;0;2.645-247.0
936;Шланг PrimoFlex® premium 5-ти слойный 1/2;;0;2.645-151.0
937;Шланг PrimoFlex® premium 5-ти слойный 1/2 - 20м;;0;2.645-150.0
938;Шланг PrimoFlex® plus 3/4;;0;2.645-149.0
939;Шланг PrimoFlex® plus 3/4 ;;0;2.645-148.0
940;Шланг PrimoFlex® plus 1/2 - 50м;;0;2.645-145.0
941;Шланг PrimoFlex® plus 1/2 - 20м;;0;2.645-144.0
942;Комплект: шланг 1/2 20м и соединители;;0;2.645-115.0
943;Комплект со шлангом 1/2 15м, держателем для шланга и соединителями;;0;2.645-114.0
944;Спиральный шланг в комплекте;;0;2.645-178.0
945;Штанга для полива, 6 типов струи;;0;2.645-157.0
946;Штанга для полива Plus, 6 типов струи;;0;2.645-158.0
947;Штанга для полива телескопическая Premium;;0;2.645-137.0
948;Садовый душ;;0;2.645-181.0
949;Комплект для полива с многофункциональным пистолетом Plus;;0;2.645-290.0
950;Соединительный комплект с пистолетом для полива ;;0;2.645-289.0
951;Соединительный комплект с распылителем;;0;2.645-288.0
952;Многофункциональный поливочный пистолет Plus;;0;2.645-269.0
953;Поливочный пистолет Plus;;0;2.645-268.0
954;Регулируемый распылитель для полива;;0;2.645-267.0
955;Многофункциональный пистолет-распылитель ;;0;2.645-266.0
956;Поливочный пистолет;;0;2.645-265.0
957;Распылитель для полива;;0;2.645-264.0
958;Металлическая тележка для шлангов HT80;;0;2.645-042.0
959;CR 7.220 Компактная автоматическая катушка;;0;2.645-218.0
961;Фильтр-мешки Karcher из нетканого материала ;;0;6.904-084.0
962;Karcher Puzzi 30/4 моющий пылесос;;0;1.101-120.0
963;Насадка для пылесосов Puzzi;;0;4.130-001.0
965; Бумажные фильтр мешки T 14/1 Classic;;0;9.755-253.0
966;Насадка-кисть DN35;;0;6.903-862.0
967;Изогнутый переходник проводящий электричество;;0;2.889-148.0
968;Фильтр-мешки из нетканого материала, для T 15/1 и T 17/1;;0;6.907-017.0
969;Плоский складчатый HEPA-фильтр NT 361, 561,611 (H);;0;6.904-242.0
970;Универсальный комплект профессионального назначения;;0;2.637-595.0
971;Плоский складчатый фильтр, из полиэфирного шелка;;0;6.904-360.0
972;Пакеты для фильтра из нетканого материал;;0;2.889-154.0
973;Универсальная насадка для пола (ID 40);;0;6.907-408.0
974;Сужающая муфта;;0;6.902-017.0
975;Картридж бумажного фильтра NT;;0;6.907-038.0
976;Удлинительный шланг, C 40;;0;6.906-344.0
977;Поролоновый фильтр;;0;2.889-083.0
978;Мембранный полиэфирный фильтр;;0;6.904-282.0
979;Комбинированная насадка для сухой уборки;;0;6.906-511.0
980;Насадка для удаления пыли при сверлении;;0;2.679-000.0
981;Удлинительная трубка;;0;6.900-275.0
982;Колено C-DN 40;;0;5.031-904.0
